idproduto;artigo;descricao;preco;stock;idcategoria
1623;PDA065;i-Mate PDA2K  - Windows Mobile 2003SE;753.00;35;6
1624;MON416;"SONY SDM-HS94L - LCD TFT 19"""" 0.294mm.1280x1024.700:1""""";567.00;3;23
1625;IMP367;HP DeskJet 450 WBT WIRELESS- C8145A;400.00;27;24
1626;IMP347;HP LaserJet Color 2550Ln;629.00;45;24
1627;CAM322;CANON PowerShot S2IS;655.00;12;37
1628;IMP372;HP Deskjet 9680 A3PS - C8139A;678.00;43;24
1629;TON623;Lexmark Cyan C750 Prebate - 10B041C;200.00;16;33
1630;PDA037;PALM TUNGSTEN E -P80880ML3;235.00;30;6
1631;MBO337;MSI K8T MASTER2-FAR Sata/Raid/Glan OPTERON Ready;276.00;42;13
1632;PDA060;HP iPAQ HX2410 Intel PXA270 520MHz. 128Mb. WiFi. Bluetooth;464.00;17;6
1633;MP3051;Creative Zen Portable Media Center;529.00;30;42
1634;IMP207;HP DeskJet CP 1700 - C8108A;597.00;40;24
1635;CPU279;Intel Pentium D 840+ 3.2GHz DUAL CORE 775;637.00;24;14
1636;GPS006;TOM TOM GO 500 All-in-one navigation;652.00;12;41
1637;WIR098;D-Link Wireless outdoor Access Point 802.11b DWL-1700AP;698.00;47;43
1638;IMP351;HP LaserJet Color 3550N;708.00;41;24
1639;REC532;Tinteiro Reciclado LEXMARK 18L0042N83Cres;23.00;32;33
1640;TNT054;S020147 - STYLUS COLOR PRO 5000  - AZUL/AZUL CLARO;63.00;17;33
1641;FSM102;Secure Digital Card / SD  Transcend 512Mb 60X;58.00;19;40
1642;COO016;Gaveta Cooler Master CoolDrive6 Silver C/Display LHD-V06-US;79.00;33;43
1643;FSM113;Multimedia card Reduced Size Transcend 128MB RS-MMC;22.00;10;40
1644;MEM063;512Mb DIMM SDRAM PC133Registered ECC Kingston 10 Anos;148.00;1;15
1645;COL106;Colunas CREATIVE Inspire 7.1T7900 Bulk - 51MF7020AA003;107.00;23;25
1646;CAI101;Caixa Cooler Master Stacker Black;195.00;47;7
1647;COL113;Colunas Logitech Z-2300 2.1;151.00;17;25
1648;BIO003;Sensor de Impresses Digitais Ethentica MS3000 (PCMCIA Card);210.00;29;44
1649;CPU274;AMD Sempron 3000+ ( 1.8ghz ) skt 754bus 333Mhz 128K L2;98.00;39;14
1650;CPU263;Intel Pentium M P 735 1.7Ghz 2mb Cache;239.00;3;14
1651;FSM087;CompactFlash Kingston 4GB ELITE PRO High-Speed;265.00;10;40
1652;HDD239;"Transcend StoreJet Mini 1.8"""" HDD 40Gb USB 2.0""""";232.00;3;16
1653;TON062;S051068 - Unidade de Revelao Epson EPL N2700;234.00;11;33
1654;MP3063;SAMSUNG YEPP 512Mb FM COLOR LCD - YP-T7 X512;180.00;40;42
1655;PGR522;ASUS NVIDIA GF 6800GT 256MB DDR3TV-OUT.DVI*2.2XVGA. PCI-e;341.00;15;17
1656;FSM079;Memory Stick SAN DISK 256MB PRO ULTRA II;74.00;49;40
1657;MON433;"SONY SDM-X73B - LCD TFT 17"""" 1280x1024.500:1.DP 0.264mm Preto""""";412.00;4;23
1658;FSM147;Kingston Multimedia card 256MB;22.00;4;40
1659;REC041;Toner Reciclado EPSON S051022EPL 9000 / 9100 / LP 8500;122.00;21;33
1660;CAM292;OLYMPUS IR-300;362.00;39;37
1661;IMP384;HP OfficeJet 7310 - Q5562B;458.00;20;24
1662;CPU288;Intel Pentium 4660 3.6GHz Socket 775 2MB FSB800 64bit;485.00;15;14
1663;MBO384;ASUS A7S8X-MX SIS 741GX.SATA.64MB+AUDIO 6Ch.AGP 8X.Micro-ATX;48.00;2;13
1664;CAI106;Caixa ASUS Vento 3600;180.00;27;7
1665;GPS005;TOM TOM GO 300 All-in-one navigation;502.00;42;41
1666;MP3064;Creative Zen Vision 30GB;537.00;26;42
1667;SCA108;Scanner HP Scanjet 4670 - Design vertical!;264.00;41;26
1668;IMP202;EPSON Stylus Color 1160;367.00;18;24
1669;PDA079;HP iPAQ Pocket PC H1940 - FA105A;430.00;11;6
1670;CAM294;OLYMPUS Camedia C-70 Zoom;601.00;36;37
1671;CAM297;NIKON Coolpix 5600;270.00;31;37
1672;CAM254;FUJI FinePix F450 + Estao de acoplamento;415.00;8;37
1673;IMP379;HP PhotoSmart 8750 - Q5747B;510.00;12;24
1674;PGR490;ASUS RADEON X800XT 256Mb DDR3HDTV.2XDVI.VideoIn.PCI-E;648.00;32;17
1675;CAM295;OLYMPUS Camedia C-730 ULTRA ZOOM;716.00;42;37
1676;SCA120;HP Scanjet 7650;750.00;29;26
1677;PDA083;HP iPAQ Pocket PC HX4700 - FA282A;806.00;4;6
1678;NTB621;"ACER TM4502LCi P-M 1.6/2M 256.40Gb.15"""" CDRW-DVD Wired802.11g""""";970.00;45;5
1679;NTB641;"ACER Aspire 1691WLMi P M 730.2x256/80.15.4""""WXGA.X600.DVDRW""""";1100.00;42;5
1680;CPU301;AMD Athlon 64BIT 3500+ SK939 BOX - 3500DAA4BP;260.00;1;14
1681;MON438;"ACER TFT AL1714MS  - 17"""" LCD w/Speakers TCO99  Silver""""";274.00;13;23
1682;MON425;"Samtron 19"""" 93V SILVER TFT""""";323.00;34;23
1683;MON419;"SONY SDM-HS95PB - TFT 19"""" 1280x1024.500:1.12ms""""";638.00;46;23
1684;CAM197;Camara DIGITAL CASIO QV-5700;714.00;6;37
1685;CAM239;CANON PowerShot G6 - 7.1MegaPIxels;749.00;21;37
1686;NTB662;"ASUS A6U - Sempron 3000+ 256Mb/40Gb/15.4""""/DVDRW/WEBCAM""""";841.00;43;5
1687;NTB413;"ACER TM372TCi P-M 1.5GHz/2x256Mb/40Gb/12.1""""TFT/Ext. CDRW/DVD""""";1160.00;40;5
1688;PDA049;Memoria PDA PALM 128MB - P10846U;96.00;35;6
1689;WIR080;Access Point SMC EliteConnect Wireless 54Mbps - SMC2555W-AG;246.00;8;43
1690;TON068;S051082- Unidade Fotocondutora Laser Aculaser C8600;355.00;40;33
1691;NTB661;"ASUS A3L - Celeron 1.5Ghz/512Mb/80Gb/15""""/DVDRW/WEBCAM""""";811.00;35;5
1692;IMP349;HP LaserJet Color 3500N;886.00;29;24
1693;NTB420;"LG LS50-WE4P - P-M 725 1.6Ghz-2M 15"""" 51240GB DVDRW Radeon64""""";1019.00;25;5
1694;PGR492;GECUBE ATI RADEON X850XT 256GDDR3PCI-E VIVO;524.00;6;17
1695;CVD007;JVC Video Camera Digital MiniDV GR-D73E;587.00;6;38
1696;PDA085;Qtek S110 Intel Bulverde 416 MHz 64ROM. 128 RAM;635.00;27;6
1697;PDA082;HP iPAQ Pocket PC H6340 GSM/GPRS/WLan/TBT - FA203A;757.00;43;6
1698;CPM052;HP Pavilion t870.pt Desktop PC P4550HT/512MB DDR/HDD 200Gb;1158.00;11;4
1699;MED073;DVD-R Verbatim 4x Data 4.7GB Cake Retail 25 unid. Advanced;26.00;38;33
1700;COO046;Gaveta Cooler Master CoolDrive4C/Display LHD-V04-U1;50.00;5;43
1701;REC003;Toner Reciclado HP 92291A Laserjet IIISi / 4Si / 4Si MX;45.00;14;33
1702;PRE058;ZOOM  Air Antena 4.0 dBic;45.00;9;43
1703;CAI104;Caixa Micro-ATX Black CHIEFTEC USB/AUDIO - BS-02B-B-SL;69.00;49;7
1704;CAI068;Caixa MidTower Matrix II 300 Watts P4/P3/AMD - CF-2529BK;76.00;39;7
1705;TON455;C4153A - HP DrumKit LaserJet 8500;139.00;8;33
1706;WIR097;D-Link Gateway WIFI 802.11g 108 Mbps 4portas LAN DI-624;126.00;30;43
1707;FSM159;Kingston Multi Media Card Plus 2Gb;143.00;12;40
1708;PGR510;ASUS NVIDIA GeForce 6600 128MB. TV-OUT. DVI . 2*VGA. AGP;139.00;21;17
1709;CAI121;"Caixa SILVERSTONE """"LA SCALA"""" Desktop Black 240W - SSTLC11B""""";148.00;20;7
1710;TON414;C4129X - HP TONER LJ5000;149.00;30;33
1711;CAM260;OLYMPUS [mju:] - Mini - Azul/Vermelho/Branca/Preta/Laranja;263.00;7;37
1712;IMP376;HP PhotoSmart 8150 - Q3399B;154.00;28;24
1713;SCA007;Scanner MUSTEK 1200 SP Pro 600x2400dpi 36bits;195.00;38;26
1714;AFD005;Olympus Caixa estanque para [mju:] 300/400 (PT-016);243.00;50;45
1715;MEM044;256 Mb DIMM DDR PC 266 Kingston Garantia de 10 Anos;31.00;38;15
1716;AFU087;Transcend JetFlash 2.0 2GB USB 2.0;187.00;2;29
1717;AFU092;FLASH DRIVE KINGSTON Mini HDD 4GB USB 2.0 - KUSBDTE/4GB;388.00;50;29
1718;PGR261;Placa Edio Video Miro DV STUDIO DELUXE;185.00;4;17
1719;CAI129;"Caixa SILVERSTONE """"LA SCALA"""" Desktop Silver Display+Remote""""";231.00;26;7
1720;CPU262;Intel XEON 3.0Ghz. 512KB Cache.bus 533MHZ;388.00;30;14
1721;HDD112;SAMSUNG 40 Gb 7200 RPM UDMA100;58.00;5;16
1722;WIR163;D-Link Antena direccional 18dBi exterior mastro ANT24-1801;194.00;33;43
1723;PRE088;"Switch SMC EZ Networking 16*10/100/1000 RACK 19"""" - SMC8516T""""";320.00;46;43
1724;CAM309;SONY Cyber-shot DSC-P200 Preta;387.00;44;37
1725;PSO098;Placa de Som Sound Blaster Audigy 2ZS VIDEO EDITOR;273.00;3;18
1726;MON442;"ACER AL1914MS - LCD 19"""" W/SPEAKER. SILVER EURO""""";338.00;2;23
1727;IMP393;HP Photo Smart 3310 - Q5863B;454.00;27;24
1728;IMP270;HP OfficeJet D7130 Multifunes;579.00;33;24
1729;PDA077;HP iPAQ Pocket PC H1930 - FA104A;323.00;6;6
1730;CAM316;SONY Cyber-shot DSC-W17;500.00;13;37
1731;WIR111;Kit Wireless p/ Portteis LINKSYS WKPC54G-PCMCIA +ROUTER 54M;124.00;6;43
1732;PDA063;Qtek S100 - Intel Bulverde 400 Mhz - Windows Mobile 2003SE;579.00;17;6
1733;CAM247;CASIO Exilim Pro EX P700;636.00;19;37
1734;PDA084;Qtek 2020i Intel PXA270 520Mhz 64ROM. 128 RAM;725.00;23;6
1735;CPM061;HP Pavilion a1119.pt P4516 (2.93GHz)/160GB/512MB/DVDRW(+/-);787.00;43;4
1736;IMP350;HP LaserJet Color 3550;602.00;29;24
1737;IMP371;HP Deskjet 9670 - C8138A;629.00;39;24
1738;PDA089;HP iPAQ Pocket PC HX-2190;772.00;32;6
1739;NTB575;"Tsunami Walker KN1P4M 1.73Ghz/15.4""""W/512/60Gb/DVDRW""""";1220.00;38;5
1740;TON415;C4182X - HP TONER LJ8100;172.00;36;33
1741;TON063;S051070 - Unidade de Revelao Epson EPL N2050;260.00;49;33
1742;TON067;S051081- Unidade Fotocondutora EPSON Laser C4000;345.00;36;33
1743;CAM266;NIKON Coolpix 4800;421.00;2;37
1744;PDA055;MIO DIGIWALKER 168 POCKET PC GPS KIT IBERIA;475.00;27;6
1745;IMP336;EPSON AcuLaser C1900S - Laser a cores;573.00;1;24
1746;PDA080;HP iPAQ Pocket PC H4150 - FA174A;646.00;35;6
1747;NTB680;"ACER TM2413WLMi Cel-M 370/1x512DDR/60Gb/15.4""""TFT/DVD-Dual DL""""";860.00;1;5
1748;NTB676;"Samsung R50 740 1.73Ghz 512MB 60GB DVDRW 15.4""""W""""";1255.00;38;5
1749;NTB574;"Tsunami Flyer ZW9A P4M-1.7GHz/TFT15""""/512/60/DVDRW/ATI 128Mb""""";1351.00;1;5
1750;NTB663;"ASUS A6VA - PM 1.7/1Gb/80Gb/15.4""""/DVDRW/WEBCAM/ATI128Mb""""";1371.00;21;5
1751;NTB677;"Samsung X20 750 1.86Ghz 512MB 80GB DVDRW 15""""XGA""""";1544.00;15;5
1752;IMP397;HP OfficeJet 3210 - Q5843B;339.00;11;24
1753;MON445;"ACER AL1925AS - LCD 19"""" CrystalBrite. W/MM.8ms. DVI SILVER""""";432.00;26;23
1754;PDA064;Qtek 8010 PT - Windows Mobile 2003SE for Smartphones;516.00;24;6
1755;MON443;"ACER AL2032WM  - 20"""" Wide LCD. W/MM.AV. DVI-ANALOG. Silver""""";749.00;44;23
1756;CPM054;IBM TC A513.2G 1MB 256/80 SATA. DVD-ROM WXP Tower;862.00;32;4
1757;CPM057;HP  DC7600 SFF. P4-630 (800MHZ - 2MB cache). w/ HT. 512MB;1044.00;37;4
1758;IMP352;HP LaserJet Color 3700;1118.00;20;24
1759;NTB622;"Tsunami Speeder 259 P4M 1.7GHz/TFT15""""W/512/60/DVDRWl/ATI 256""""";1220.00;2;5
1760;NTB668;"ASUS A6K - AMD Turion 64bits/15.4""""/60Gb/512/256Mb/NV256Mb""""";1369.00;3;5
1761;NTB659;"Tsunami Traveller F10D - P M ULV 1.1Ghz/10.6""""/512Mb/60Gb/DVD""""";1416.00;38;5
1762;TON620;Lexmark Amarelo C720N - 15W0902;176.00;50;33
1763;CAM198;Camara DIGITAL CASIO EXILIM S20;307.00;24;37
1764;CAM253;FUJI FinePix S3500;326.00;10;37
1765;CVD020;SANYO Xacti Digital Movie C4;766.00;30;38
1766;CAM220;Sony Cyber-shot DSC-F828 8.0 MegaPixels;845.00;21;37
1767;NTB675;"ACER AS5021WLMi AMD Turion ML28 512/60 15.4""""W DVDRW ATI X600""""";1035.00;28;5
1768;NTB660;"ASUS A3E - PM 1.7Ghz/512Mb/60Gb/15""""/DVDRW/WEBCAM""""";1077.00;42;5
1769;SCA105;Scanner HP 8250 C;1092.00;6;26
1770;CPM058;HP DC7600 SFF. P4-640 (800 MHZ - 2MB cache). w/ HT. 512MB;1113.00;3;4
1771;NTB669;"Tsunami Soldier R15D - P M 1.7Ghz/15""""/512Mb/60Gb/DVDRW""""";1220.00;38;5
1772;FSM138;Transcend 6 in 1Card Reader/Writer USB 2.0;18.00;7;40
1773;DVD118;ASUS DVD-ROM 16x/48x IDE RETAIL;26.00;48;8
1774;PRE101;Pl. Rede LINKSYS EG103210/100/1000Mbps (GIGABIT COBRE) PCI;34.00;26;43
1775;MED075;DVD+R Verbatim 2.4x Data 4.7GB Cake Retail 25 unid. Datalife;36.00;47;33
1776;TON040;S050100 - Epson Aculaser C900 / C1900 Preto;52.00;13;33
1777;TON038;S050091- Epson Aculaser C4000 Preto;40.00;8;33
1778;FSM160;Secure Digital Card / SD KINGSTON 1Gb;66.00;1;40
1779;TON805;SAMSUNG ML-4500 4600;74.00;9;33
1780;FSM120;Multimedia card Transcend 1GB MMC;103.00;43;40
1781;CAI075;Caixa MODDING XOXIDE Z40 INSIGHT BLACK;53.00;36;7
1782;IMP341;HP OfficeJet PSC 1610;140.00;2;24
1783;PGR468;ASUS V9999-LE/TD GF 6800 LE 128MB TV-OUT. DVI . 2*VGA AGP;208.00;39;17
1784;HDD234;Seagate 300GB 7200RPM UDMA/100 IDE;176.00;16;16
1785;BKP004;Iomega REV 35/90GB Externa USB 2.0 - 33013;245.00;45;44
1786;DVD123;DVD+/-RW ASUS 8x SLIM USB 2.0 Ext. Retail;147.00;23;9
1787;PGR506;ASUS RADEON 9600XT 128MB DDR.TV-OUT. DVI. 2XVGA. AGP;156.00;29;17
1788;MBO417;ASUS P5ND2-SLI DELUXE.nForce5.DDR2.SATA2.skt775.64bits;222.00;17;13
1789;SCA125;HP ScanJet 5530;314.00;42;26
1790;COL093;Colunas Logitech Z-680 - 970068-0914;351.00;10;25
1791;CAM258;KONICA MINOLTA Dimage Z2;361.00;16;37
1792;REC078;Toner Reciclado HP C4152A Laserjet 8500 Cyan;131.00;43;33
1793;CPU304;AMD Athlon 64BIT 3800+ SK939 BOX VENICE;400.00;14;14
1794;PDA059;Acer n35 GPS Handheld + Mapas de Portugal + SD 256MB;374.00;28;6
1795;MON432;"SONY SDM-HX73B - LCD TFT 17"""" srie HX Preto""""";394.00;29;23
1796;HDD245;HITACHI 500GB 7200RPM 16Mb SATA2;411.00;6;16
1797;FON017;Fonte Alim. Cooler Master Real 450W Active PFC - RS-450-ACLY;107.00;19;39
1798;MON381;"Samsung 17"""" 710V TFT SILVER""""";271.00;26;23
1799;AFD009;Sony Caixa estanque MPK-PHA;338.00;19;45
1800;HDD203;HITACHI 400GB 7200RPM 8Mb ATA100 - HDS724040KLAT80;389.00;39;16
1801;PGR513;ASUS NVIDIA GeForce 6800GT 256MB DDR3.TV-OUT.DVI.2*VGA.AGP;453.00;17;17
1802;CAM312;SONY Cyber-shot DSC-T7 preta;470.00;30;37
1803;AFD011;Canon Caixa estanque WP-DC-700 para Powershot A60/70;360.00;35;45
1804;CPU280;Intel Pentium D 830+ 3.0GHz DUAL CORE 775 FSB800 2MB BOX;384.00;31;14
1805;COL110;Creative GigaWorks THX 7.1S750;464.00;5;25
1806;CPM053;ACER Srie T AST310 CELMCR/340D 2.93GHz.256KB.T310.T350/80GB;516.00;46;4
1807;MON373;"Samsung 19"""" SyncMaster 193P TFT - DI19PSQAQ/EDC""""";573.00;20;23
1808;IMP345;HP Business Inkjet 2800;574.00;30;24
1809;MEM090;2x 512MB DIMM DDR PC400 Kingston p/ boards DDR Dual Channel;117.00;32;15
1810;CAM317;SONY Cyber-shot DSC-L1;303.00;1;37
1811;COL075;COLUNAS Creative Cambridge SoundWorks MegaWorks THX 51550;325.00;37;25
1812;MON434;"SONY SDM-S94B - LCD TFT 19"""" 1280x1024.600:1Preto""""";545.00;31;23
1813;MBO390;ASROCK Chip.Intel 915GL SK478 VGA/PCI-E+AGP8X/SATA;234.00;39;13
1814;TNT157;T476011- EPSON Magenta Stylus Pro 9500;95.00;32;33
1815;CAM301;NIKON Coolpix S1Prata;415.00;38;37
1816;PDA087;ASUS P-505 Intel Bulverde 416 MHz 64ROM 64RAM;544.00;21;6
1817;PGR524;MSI GF NX7800GTX VT2D256MB DDR PCI-EXPRESS DVI/TV-OUT;609.00;42;17
1818;IMP316;Epson Stylus Color 1520;673.00;22;24
1819;PRE094;Kit Antena Tecto SMC EZ Connect 2.4GHz - Ceilingbox;772.00;40;43
1820;GPS007;TOM TOM GO 700 All-in-one navigation;802.00;13;41
1821;CPM046;HP DC7100 USDT P43Ghz. 256MB DDR400. 80GB SATA. DVD;1015.00;48;4
1822;NTB645;"HP NX6110 P-M 730 15.0""""/256DDR/60Gb/DVDRW/XP Oferta+512Mb""""";1065.00;18;5
1823;CAM296;OLYMPUS E-300 + EZ-1445;1090.00;18;37
1824;SCA107;Scanner HP 4600 C;183.00;29;26
1825;CAM286;OLYMPUS Camedia C-470 Zoom;295.00;3;37
1826;MON444;"SAMTRON TFT 94V - 19"""" 1280x1024. 800:1. TCO99. cinza""""";316.00;18;23
1827;CVD014;Samsung Video Camera Digital VP-D323;594.00;26;38
1828;MON327;"SAMSUNG TFT Dual Interface 21"""" 213T""""";1018.00;39;23
1829;NTB664;"ASUS A6VC PM 1.7GHz/15.4""""/nVidia256Mb/512Mb/80Gb/WEBCAM""""";1225.00;43;5
1830;NTB372;"ASUS W1N P4-M 1.6Ghz/60Gb/15.4""""WTFT/512Mb DDR/DVD-RW/ATI9700""""";1519.00;38;5
1831;REC077;Toner Reciclado HP C4151A Laserjet 8500 Magenta;131.00;37;33
1832;MBO418;ASUS P5WD2PREMIUM. DDR2.SATA2. Intel Dual Core;262.00;12;13
1833;CAM289;OLYMPUS [mju:] mini S Preta;332.00;30;37
1834;PDA074;PALM ZIRE 31PACK GPS - P80708ML1-GPS;358.00;27;6
1835;CAM271;CANON PowerShot S1IS;417.00;5;37
1836;IMP385;HP OfficeJet D7410XI Wireless - Q5569B;553.00;26;24
1837;MON402;"ACER AL2021M  - 20"""" LCD SPEAKERS. DVI. WHITE""""";641.00;43;23
1838;BKP002;Unidade Autoloader Backup Iomega REV Externa SCSI 350/900GB;789.00;23;44
1839;CPM055;IBM TC A513.2G 1MB 512/80 SATA. DVD-CDRW WXP. SFF;941.00;28;4
1840;NTB640;"HP NX6100 P-M 740 15.0"""" / 512DDR / 60Gb HDD / DVDRW""""";1199.00;8;5
1841;CVD009;JVC Video Camera Digital GR-DVP5EG;1290.00;2;38
1842;SCA126;Expression 1680 Pro + SilverFast;1413.00;21;26
1843;NTB353;"TOSHIBA TECRA  A4P-M 740 1.73GHz/512DDR/80Gb/15.4""""TFT/X600""""";1675.00;2;5
1844;NTB673;"ASUS A7VB - PM 750 1.8Ghz/1024Mb/80Gb/17""""/DVDRW/WEBCAM""""";1906.00;21;5
1845;NTB671;"TOSHIBA Qosmio F20-132Pentium-M750 512DDR2/80GbHD/15.4""""Wide""""";1941.00;22;5
1846;NTB638;"SONY Vaio S4HP - PM 740.13.3"""" WXGA.512MB.60GB.NV44.DVD+-RW""""";1955.00;31;5
1847;NTB655;"ACER FERRARI F4005 AMD Turion ML37 2x512Mb/100Gb/15.4""""/ATI""""";2014.00;35;5
1848;NTB599;"TOSHIBA R100 P-M 1.1Ghz. 512MB. 40GB. 12.1"""". WiFi""""";2307.00;9;5
1849;HDD202;SAMSUNG de 80GB 5.400 RPMs p/ Notebook - MP0804H;119.00;25;16
1850;CAM200;Camara DIGITAL CASIO EXILIM Z4;591.00;13;37
1851;PDA081;HP iPAQ Pocket PC HX2750- FA301A;663.00;29;6
1852;IMP348;HP LaserJet Color 3500;738.00;11;24
1853;CVD006;JVC Video Camera Digital MiniDV GR-DV500E;786.00;35;38
1854;CPM060;HP DX6100 MT. P4-530. 512MB PC3200. 80GB SATA 7200RPM. DVD;808.00;19;4
1855;IMP257;HP LaserJet 2300d Printer;885.00;6;24
1856;MON436;"SONY SDM-S204EB - LCD TFT 20"""" 1600x1200 7ms Preto""""";911.00;46;23
1857;NTB642;Fujitsu-Siemens Amilo Pro V2020 M725 1.6G/512M/60G/DVDRW/XP;932.00;12;5
1858;CAM307;NIKON Coolpix 8800;1044.00;2;37
1859;IMP387;Plotter HP Designjet 30N A3- C7790E;1097.00;36;24
1860;CPM059;HP DC7600 USDT. P4-640 (800MHz - 2MB cache). 160GB. 512MB;1113.00;31;5
1861;NTB354;"TOSHIBA Sat. M40X-115 P-M 1.6GHz/512DDR/60Gb/15.4""""TFT/915GM""""";1121.00;18;5
1862;NTB672;"ASUS A5VB - PM 740 1.7Ghz/512Mb/80Gb/15""""/DVDRW/WEBCAM""""";1280.00;9;5
1863;CPU307;AMD Opteron DualCore 270 2.0 GHz 1MB Cache;1300.00;45;14
1864;NTB594;"HP NX9030 P-M 710 (1.4GHz) 15.0"""" 256MB 40GB DVD+RW""""";1381.00;27;5
1865;CPU305;AMD Opteron DualCore 275 2.2GHz 1MB Cache;1628.00;22;14
1866;IMP339;HP LaserJet COLOR 3700DN;1743.00;1;24
1867;NTB667;"ASUS W5 PM 1.86/12""""/1Gb DDR2/80Gb/DVDRW/BT/WEBCAM""""";1831.00;10;5
1868;NTB628;"ASUS V6V80 P-M 1.86Ghz 80GB. 512Mb DDR2. DVDRW DL. 15.1""""""""";1938.00;19;5
1869;SCA106;Scanner HP 8290 C;1952.00;19;26
1870;MON409;SONY Televisor LCD 16/9 KL-V26HG2;2339.00;19;23
1871;IMP330;EPSON PLOTTER  Stylus Pro 4000 + EYE ONE DISPLAY;2548.00;49;24
1872;TNT132;T051142- EPSON Preto Unificado p/ S020207 / S020209;47.00;13;33
1873;FSM070;Secure Digital Card / SD KINGSTON 256Mb;22.00;33;40
1874;PDA042;Acessrio PDA PALM TUNGSTEN T SLEEVE CASE - P10894U;22.00;40;6
1875;TNT133;T543400 - EPSON Amarelo Stylus Pro 7600 / 9600;48.00;19;33
1876;PGR407;MSI GF FX5200-T128 8X 128MB DDR TV-OUT - FX5200-T128;54.00;22;17
1877;REC066;Toner Reciclado HP C4192A Laserjet 4500 / 4550 Yellow;57.00;42;33
1878;REC087;Toner Reciclado KYOCERA TK-17 FS 1000/FS1000+/1050;37.00;7;33
1879;REC055;Toner Reciclado HP C8061X Laserjet 4100/N/TN/DTN;48.00;4;33
1880;CAI081;Caixa MidTower TSUNAMI BLADE BLACK II EVO 300Watts - PC115A;40.00;22;7
1881;CAL015;Calculadora Cientfica HP 33S;72.00;50;44
1882;REC093;Toner Reciclado LEXMARK Network Printer 17 / 4317;87.00;46;33
1883;MBO362;MSI Chip. intel 865PE Neo2-V 800/DualDDR/AGP8X/SATA;83.00;30;13
1884;TON401;92275A - HP TONER LJ IIPIIP+.IIIP;90.00;26;33
1885;SCA112;Mesa Digitaliz. WR. Bluetooth TRUST Design&Work Tablet 446;123.00;34;26
1886;AFU076;Transcend JetFlash MP3(green) 256MB USB 2.0 FM tuner;104.00;48;29
1887;AFU077;Transcend JetFlash MP3(purple) 512MB USB 2.0 FM tuner;133.00;24;29
1888;FSM094;Mini Multimedia card TWINMOS 512MB;38.00;9;40
1889;REC104;Toner Reciclado LEXMARK Optra T 610/612/614/616 (10000 p.);77.00;26;33
1890;SCA111;Mesa Digitalizadora Wireless TRUST Design&Work Tablet 400;68.00;46;26
1891;IMP308;Epson Stylus Photo R300 Impr. CD - C11C536041CE;150.00;13;24
1892;MBO386;MSI K8N NEO2Platinum SK939 nForce3Raid/SATA/Glan;119.00;35;13
1893;IMP375;HP PhotoSmart 325 - Q3414B;142.00;23;24
1894;CVD018;Mustek Cmara de vdeo multifunes DV5500;242.00;11;38
1895;CPU281;Intel Pentium D 820+ 2.8GHz DUAL CORE 775 FSB800 2MB BOX;299.00;34;14
1896;WIR108;Wireless Game Adapter LINKSYS WGA11B 11MBPS 802.11B;60.00;39;43
1897;MBO344;ASUS K8VSEDELUXE VIA K8T800/3DDR400/SATA*4/AGP8x/RAI;78.00;44;13
1898;SCA113;IRIScan + FREE Readiris Pro 8;144.00;39;26
1899;TON463;C9732A - HP Toner LaserJet Amarelo 5500;286.00;2;33
1900;CAM251;FUJI FinePix S3500 (carregador e bateria includos);343.00;17;37
1901;AFD013;Minolta Caixa estanque MC-DG200 para Dimage Xt;360.00;37;45
1902;CAM318;SONY Cyber-shot DSC-W15;407.00;50;37
1903;CAM240;CANON PowerShot S60 - 5.0 MegaPIxels;488.00;28;37
1904;HDD248;WESTERN DIGITAL 160GB 8Mb Cache SATA- WD1600JD;102.00;10;16
1905;CPU292;AMD Athlon 64BIT 3400+ BOX;224.00;5;14
1906;MON427;"Philips TFT 17"""" SILVER 12ms""""";246.00;5;23
1907;TON465;C4154A - HP KIT Transferencia LaserJet Negro / Cor 8500;356.00;32;33
1908;CPU311;AMD Athlon 64BIT X2DUAL-CORE 3800+ BOX SK939;415.00;45;14
1909;CAM303;NIKON Coolpix S2;489.00;34;37
1910;CVD008;JVC Video Camera Digital MiniDV GR-DX28E;553.00;41;38
1911;CVD013;Samsung Video Camera Digital VP-D103i;665.00;32;38
1912;TON060;S050089 - Epson Aculaser C4000 Cyan;187.00;34;33
1913;WIR122;Router LINKSYS WRV54G 4P 10/100 VPN Wireless AccessPoint 54M;196.00;42;43
1914;TON628;Lexmark Optra 4039-10 - 1382150;280.00;46;33
1915;CAM299;NIKON Coolpix 5900;323.00;8;37
1916;CPU265;Intel Pentium M P 735 2.0Ghz 2mb Cache;470.00;23;14
1917;IMP296;Samsung Laser Printer ML-2150;471.00;6;24
1918;CAM293;OLYMPUS Camedia C-7070 Wide Zoom;594.00;16;37
1919;TON611;Lexmark E32x Prebate - 08A0478;117.00;22;33
1920;CVD016;Sony Video Camera Digital MiniDV DCR-HC20;661.00;28;38
1921;CPU306;AMD Opteron DualCore 265 1.8GHz 1MB Cache;863.00;40;14
1922;IMP312;Epson Multifunes CX6600 - C11C578033;199.00;2;24
1923;CAM278;KODAK EasyShare DX7440;276.00;37;37
1924;CVD019;SANYO Cmara de vdeo Xacti C1+ carto SD 128 Mb;475.00;34;38
1925;GPS008;TOM TOM RIDER All-in-one navigation;802.00;11;41
